seed,objective,max_standardized_mean_difference,max_theme_TV,max_model_exposure_deviation,MostPop_HA_gap,BPR_HA_gap
20331728,1.09405850601302,0.02280848189752659,0.032767637326337265,0.34069952270866244,-0.403116470174966,0.006197987392635322
20331921,1.1008409768107184,0.0198752396124923,0.03261153885745991,0.34401614297067873,-0.6038737770386328,-0.28939509925821344
20332174,1.1145119219801893,0.016964593149842826,0.03896207584830339,0.34636807168596384,-0.7200459870086982,-0.03458669714003871
20332003,1.117312080554732,0.015965666713075907,0.0413122852172073,0.3464593286719484,0.21259781268407568,-0.05197507653729159
20331774,1.120049351046342,0.031179702290227377,0.04155593650635818,0.3421785813321925,-0.10621137431963902,-0.028063123880625093
20331926,1.1253578545121625,0.015067270268200577,0.04586272449512599,0.34716549916709105,0.16829801697235872,-0.0012104055291398
20331760,1.129320088945573,0.018354504013364754,0.04275944996483162,0.34894213666165363,0.48035197023938303,0.03041243649225041
20331810,1.134153392531037,0.03053417926605871,0.03852298596165487,0.34861157810749865,-0.22294284992520488,-0.11795551128122046
20331937,1.1358659624347203,0.022042959379653095,0.036046221464145,0.3532512236196166,0.2725268410661508,0.01810052856402583
20332000,1.1360585704027468,0.01491038467308722,0.041397983212881274,0.35301707030344587,-0.33041325807073124,-0.09316475864514413
20332019,1.1382614385147956,0.018560457951412514,0.04271457085828343,0.35187637475865263,0.15638069400379428,0.07973498057203529
20332190,1.15209130657236,0.02210970461834048,0.03624750499001996,0.35853678148966317,-0.33884031211492127,-0.022620419003683997
20332200,1.1553476418861903,0.022474842037881512,0.03796606690817631,0.3586412331620148,-0.3084264577600934,0.17155769110173083
20332057,1.158878305299182,0.018636030688201247,0.030461542187858046,0.36484998710973127,-0.21645975659566172,-0.28491377941693813
20331992,1.1603773897406993,0.01744079993236417,0.0406770938404207,0.36064031634923466,0.5706697106614453,0.2402927150484672
20331743,1.1632925532233682,0.024720089727621197,0.0382435129740519,0.3604023980115564,0.7268503257540475,0.05611034294485293
20332170,1.164369593134569,0.013737617963802948,0.048815076218312214,0.3591364536144326,-0.25739797327382596,-0.2542456320997979
20332088,1.1673429320134239,0.01405487158723933,0.03940209633423558,0.36472830530827705,0.5442007067641585,0.17912594975815996
20332181,1.168228307057211,0.024788353944244328,0.03436699330064125,0.36396315438733495,0.06768333974367852,0.014957346791141505
20332159,1.1687246687385722,0.013445818112347114,0.039680638722554895,0.3652526308474643,-0.5192727200696008,0.10620248418513721
20332126,1.176054881831611,0.024322521249579683,0.041437125748503,0.3631922239864256,0.3957900004521389,0.008818929989963345
20331962,1.1772966024421416,0.025721007244545093,0.03580577628074523,0.3659556435921596,-0.5531797141337467,-0.16418909263849654
20332002,1.1861096112729121,0.020418026834739568,0.0347305389221557,0.37119859201831307,-0.16934842146100892,-0.0742139468082447
20331928,1.1922010773194802,0.014450164581685292,0.04802961217912253,0.36856883148970365,-0.6199396894608407,-0.11557799876060838
20331943,1.1933388128815017,0.021357799291934675,0.04131791343068295,0.37000138114784753,0.1518387052419737,-0.04402259576449687
20331874,1.1947694020454391,0.02721270073641323,0.03321357285429142,0.3725787806758629,0.5146052131358335,0.11526728730815498
20331989,1.1981606193467562,0.024669443535792018,0.036050256185696634,0.3731385971774731,0.013123979564545203,0.10377102509753246
20331782,1.2008271083635953,0.011854234221019697,0.038922684727941526,0.37686294901688777,-0.362569709399905,0.1248614680547764
20331904,1.2039492705499582,0.019848175036399227,0.03372749312169212,0.37783661861034024,-0.6680835671130588,-0.010519986744452293
